Company,Inches,ScreenResolution,Cpu_Company,Ram_in_GB,Memory,OpSys,Price,ScreenType,Gpu_Model,Cpu_Model,Memory_Type,Company_freq,Ram_in_GB_freq,Inches_freq,Memory_freq,Gpu_Company_orig,Gpu_Company_Amd,Gpu_Company_Arm,Gpu_Company_Intel,Gpu_Company_Nvidia,OpSys_freq,ScreenType_Full HD ,ScreenType_IPS Panel ,ScreenType_IPS Panel Full HD ,ScreenType_IPS Panel Quad HD,ScreenType_IPS Panel Retina Display ,ScreenType_IPS Panel Touchscreen ,ScreenType_QHD ,ScreenType_Quad HD,ScreenType_Regular,ScreenType_Touchscreen ,Gpu_Model_freq,ScreenResolution_freq
Acer,13.3,1920x1080,Intel,8,256GB,Windows 10,45128.16,IPS Panel Full HD ,UHD Graphics 620,Core i5 8250U 1.6GHz,SSD,107,619,164,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,68,809
Dell,15.6,1920x1080,Intel,8,1TB,Linux,31962.67,Full HD ,Radeon R5 M430,Core i7 7500U 2.7GHz,HDD,301,619,677,260,Amd,1,0,0,0,62,1,0,0,0,0,0,0,0,0,0,20,809
Dell,15.6,1920x1080,Intel,4,256GB,Linux,25840.8,Full HD ,Radeon R5 M430,Core i3 6006U 2GHz,SSD,301,375,677,508,Amd,1,0,0,0,62,1,0,0,0,0,0,0,0,0,0,20,809
Asus,15.6,1920x1080,Intel,6,256GB,Windows 10,30742.56,Full HD ,GeForce 920M,Core i3 7100U 2.4GHz,SSD,160,41,677,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,6,809
HP,15.6,1920x1080,Intel,12,128GB,Windows 10,66546.72,IPS Panel Full HD ,GeForce GTX 1050,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,279,25,677,177,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,61,809
HP,15.6,1920x1080,Intel,8,256GB,Windows 10,38308.32,Full HD ,Radeon 530,Core i7 7500U 2.7GHz,SSD,279,619,677,508,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,41,809
HP,15.6,1920x1080,AMD,4,500GB,Windows 10,18594.72,Full HD ,Radeon R2,E-Series E2-9000e 1.5GHz,HDD,279,375,677,132,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,4,809
Dell,15.6,1920x1080,Intel,8,1TB,Linux,34472.16,Full HD ,Radeon 520,Core i5 8250U 1.6GHz,HDD,301,619,677,260,Amd,1,0,0,0,62,1,0,0,0,0,0,0,0,0,0,17,809
HP,13.3,1920x1080,Intel,8,256GB,Windows 10,59620.32,IPS Panel Full HD ,GeForce MX150,Core i7 7500U 2.7GHz,SSD,279,619,164,508,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,10,809
Microsoft,13.5,2256x1504,Intel,8,256GB,Windows 10 S,71395.2,Touchscreen ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,6,619,6,508,Intel,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,270,6
HP,14.0,1920x1080,Intel,6,256GB,Windows 10,35111.52,IPS Panel Full HD ,GeForce 940MX,Core i5 7200U 2.5GHz,SSD,279,41,199,508,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,38,809
Lenovo,15.6,1920x1080,Intel,4,1TB,Windows 10,22105.87,Full HD ,HD Graphics 520,Core i3 6006U 2GHz,HDD,301,375,677,260,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,170,809
Asus,14.0,1920x1080,Intel,8,256GB,Windows 10,63563.04,IPS Panel Full HD ,GeForce 940MX,Core i7 7500U 2.7GHz,SSD,160,619,199,508,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,38,809
MSI,15.6,1920x1080,Intel,16,256GB,Windows 10,69210.72,Full HD ,GeForce GTX 1050 Ti,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,59,216,677,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,27,809
Lenovo,14.0,1920x1080,Intel,8,256GB,Windows 10,78854.4,IPS Panel Full HD ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,301,619,199,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Asus,15.6,1920x1080,Intel,16,256GB,Windows 10,67239.36,Full HD ,GeForce MX150,Core i7 8550U 1.8GHz,SSD +  1TB HDD,160,216,677,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,10,809
Dell,13.3,3200x1800,Intel,8,256GB,Windows 10,73473.12,Quad HD,Iris Plus Graphics 640,Core i7 7560U 2.4GHz,SSD,301,619,164,508,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,1,0,0,8,27
Lenovo,13.3,1920x1080,Intel,8,256GB,Windows 10,74538.72,IPS Panel Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,301,619,164,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
HP,14.0,1366x768,Intel,4,500GB,Windows 10,38468.16,IPS Panel ,UHD Graphics 620,Core i5 8250U 1.6GHz,HDD,279,375,199,132,Intel,0,0,1,0,1065,0,1,0,0,0,0,0,0,0,0,68,282
Dell,13.3,1920x1080,Intel,8,256GB,Windows 10,86793.12,IPS Panel Full HD ,UHD Graphics 620,Core i5 8250U 1.6GHz,SSD,301,619,164,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,68,809
HP,13.3,1920x1080,Intel,8,256GB,Windows 10,74538.19,IPS Panel Full HD ,UHD Graphics 620,Core i5 8250U 1.6GHz,SSD,279,619,164,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,68,809
HP,14.0,1920x1080,Intel,8,512GB,Windows 10,57755.52,Full HD ,UHD Graphics 620,Core i7 8550U 1.8GHz,SSD,279,619,199,145,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,68,809
Dell,15.6,1920x1080,Intel,8,256GB,Windows 10,60223.98,IPS Panel Full HD ,GeForce 940MX,Core i7 8550U 1.8GHz,SSD +  1TB HDD,301,619,677,508,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,38,809
Asus,17.3,1920x1080,Intel,4,1TB,Windows 10,30049.92,Full HD ,GeForce 920MX,Core i3 6006U 2GHz,HDD,160,375,171,260,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,10,809
Asus,15.6,1920x1080,Intel,8,256GB,Windows 10,59567.04,Full HD ,GeForce 940MX,Core i7 8550U 1.8GHz,SSD,160,619,677,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,38,809
Acer,15.6,1920x1080,Intel,6,1TB,Windows 10,25521.12,IPS Panel Full HD ,HD Graphics 620,Core i3 7100U 2.4GHz,HDD,107,41,677,260,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
MSI,15.6,1920x1080,Intel,16,256GB,Windows 10,119427.12,Full HD ,GeForce GTX 1070,Core i7 7700HQ 2.8GHz,SSD +  2TB HDD,59,216,677,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,30,809
HP,17.3,1920x1080,Intel,16,512GB,Windows 10,67718.88,Full HD ,GeForce 930MX ,Core i7 8550U 1.8GHz,SSD,279,216,171,145,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,5,809
Acer,15.6,1366x768,AMD,4,256GB,Windows 10,24029.28,Regular,Radeon R5,A9-Series 9420 3GHz,SSD,107,375,677,508,Amd,1,0,0,0,1065,0,0,0,0,0,0,0,0,1,0,11,282
HP,14.0,1920x1080,Intel,8,1TB,Windows 10,43263.36,Full HD ,UHD Graphics 620,Core i5 8250U 1.6GHz,HDD,279,619,199,260,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,68,809
Asus,14.0,1366x768,AMD,4,64GB,Windows 10 S,14811.31,Regular,Radeon R2,E-Series 6110 1.5GHz,SSD,160,375,199,17,Amd,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,4,282
Dell,17.3,1920x1080,Intel,16,256GB,Windows 10,74378.88,Full HD ,Radeon 530,Core i7 8550U 1.8GHz,SSD +  2TB HDD,301,216,171,508,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,41,809
HP,17.3,1920x1080,Intel,8,256GB,Windows 10,49443.84,Full HD ,UHD Graphics 620,Core i5 8250U 1.6GHz,SSD,279,619,171,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,68,809
Dell,15.6,1366x768,Intel,8,1TB,Windows 10,34045.39,Regular,Radeon R7 M445,Core i5 7200U 2.5GHz,HDD,301,619,677,260,Amd,1,0,0,0,1065,0,0,0,0,0,0,0,0,1,0,14,282
Dell,15.6,1920x1080,Intel,4,1TB,Windows 10,23922.72,Full HD ,Radeon R5 M430,Core i3 6006U 2GHz,HDD,301,375,677,260,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,20,809
Acer,14.0,1920x1080,Intel,8,256GB,Windows 10,47099.52,IPS Panel Full HD ,UHD Graphics 620,Core i7 8550U 1.8GHz,SSD,107,619,199,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,68,809
Acer,15.6,1920x1080,Intel,4,256GB,Windows 10,30476.16,Full HD ,GeForce MX130,Core i3 7130U 2.7GHz,SSD,107,375,677,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,6,809
HP,15.6,1366x768,Intel,8,1TB,Windows 10,31861.44,Regular,HD Graphics 620,Core i7 7500U 2.7GHz,HDD,279,619,677,260,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
HP,14.0,1920x1080,Intel,8,256GB,Windows 10,52640.64,Full HD ,UHD Graphics 620,Core i7 8550U 1.8GHz,SSD,279,619,199,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,68,809
Asus,17.3,1920x1080,Intel,8,128GB,Windows 10,49976.64,Full HD ,GeForce GTX 1050,Core i5 7300HQ 2.5GHz,SSD +  1TB HDD,160,619,171,177,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,61,809
HP,13.3,1920x1080,Intel,4,256GB,Windows 10,37242.72,IPS Panel Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,279,375,164,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Acer,17.3,1920x1080,Intel,4,1TB,Windows 10,34898.4,IPS Panel Full HD ,GeForce MX130,Core i3 7130U 2.7GHz,HDD,107,375,171,260,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,6,809
Lenovo,14.0,1920x1080,Intel,8,256GB,Windows 10,59461.55,IPS Panel Full HD ,Radeon RX 550,Core i5 8250U 1.6GHz,SSD,301,619,199,508,Amd,1,0,0,0,1065,0,0,1,0,0,0,0,0,0,0,4,809
Toshiba,15.6,1366x768,Intel,4,500GB,Windows 10,32074.56,Regular,HD Graphics 520,Core i5 6200U 2.3GHz,HDD,48,375,677,132,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,170,282
HP,15.6,1366x768,AMD,4,256GB,Windows 10,19660.32,Regular,Radeon R4 Graphics,A6-Series 9220 2.5GHz,SSD,279,375,677,508,Amd,1,0,0,0,1065,0,0,0,0,0,0,0,0,1,0,4,282
Asus,14.0,1920x1080,Intel,8,256GB,Windows 10,58554.72,Full HD ,UHD Graphics 620,Core i7 8550U 1.8GHz,SSD,160,619,199,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,68,809
HP,12.5,3840x2160,Intel,8,512GB,Windows 10,107305.92,IPS Panel ,HD Graphics 515,Core M 6Y75 1.2GHz,SSD,279,619,39,145,Intel,0,0,1,0,1065,0,1,0,0,0,0,0,0,0,0,15,43
Asus,15.6,1920x1080,Intel,4,1TB,Windows 10,18328.32,Full HD ,HD Graphics 500,Celeron Dual Core N3350 1.1GHz,HDD,160,375,677,260,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,36,809
MSI,17.3,1920x1080,Intel,16,256GB,Windows 10,108105.12,Full HD ,GeForce GTX 1070,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,59,216,171,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,30,809
Acer,15.6,1366x768,Intel,4,1TB,Windows 10,23816.16,Regular,HD Graphics 520,Core i3 6006U 2GHz,HDD,107,375,677,260,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,170,282
Dell,15.6,1920x1080,Intel,16,512GB,Windows 10,66560.57,Full HD ,GeForce GTX 1050,Core i7 7700HQ 2.8GHz,SSD,301,216,677,145,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,61,809
Lenovo,15.6,1366x768,Intel,4,128GB,Windows 10,26533.44,Regular,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,301,375,677,177,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
MSI,17.3,1920x1080,Intel,16,256GB,Windows 10,100699.2,Full HD ,GeForce GTX 1060,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,59,216,171,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,45,809
HP,14.0,1920x1080,Intel,4,256GB,Windows 10,57648.96,Full HD ,HD Graphics 620,Core i5 7500U 2.7GHz,SSD,279,375,199,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
HP,15.6,1920x1080,Intel,6,256GB,Windows 10,32980.32,Full HD ,Radeon 520,Core i5 8250U 1.6GHz,SSD,279,41,677,508,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,17,809
Lenovo,14.0,1920x1080,Intel,4,256GB,Windows 10,33513.12,IPS Panel Full HD ,HD Graphics 620,Core i3 7100U 2.4GHz,SSD,301,375,199,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Asus,13.3,1920x1080,Intel,8,256GB,Windows 10,70063.2,Full HD ,HD Graphics 620,Core i5 8250U 1.6GHz,SSD,160,619,164,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Dell,15.6,1920x1080,Intel,8,256GB,Windows 10,55890.72,Full HD ,UHD Graphics 620,Core i7 8550U 1.8GHz,SSD,301,619,677,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,68,809
Toshiba,15.6,1366x768,Intel,4,500GB,Windows 10,23816.16,Regular,HD Graphics 520,Core i3 6006U 2.2GHz,HDD,48,375,677,132,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,170,282
Asus,15.6,1366x768,AMD,4,1TB,Windows 10,21471.84,Regular,Radeon R5 M420,A9-Series 9420 3GHz,HDD,160,375,677,260,Amd,1,0,0,0,1065,0,0,0,0,0,0,0,0,1,0,8,282
Acer,17.3,1920x1080,Intel,4,256GB,Windows 10,42890.4,IPS Panel Full HD ,GeForce MX150,Core i5 8250U 1.6GHz,SSD,107,375,171,508,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,10,809
Dell,15.6,1920x1080,Intel,8,256GB,Windows 10,38787.84,Full HD ,Radeon 520,Core i5 8250U 1.6GHz,SSD,301,619,677,508,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,17,809
Lenovo,15.6,1920x1080,Intel,16,256GB,Windows 10,57489.12,IPS Panel Full HD ,GeForce GTX 1050 Ti,Core i7 7700HQ 2.8GHz,SSD,301,216,677,508,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,27,809
Acer,15.6,1366x768,Intel,4,1TB,Windows 10,18541.44,Regular,HD Graphics 500,Celeron Dual Core N3350 1.1GHz,HDD,107,375,677,260,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,36,282
MSI,15.6,1920x1080,Intel,16,256GB,Windows 10,95850.72,IPS Panel Full HD ,GeForce GTX 1060,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,59,216,677,508,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,45,809
Acer,15.6,1366x768,Intel,4,1TB,Windows 10,19367.81,Regular,HD Graphics 505,Pentium Quad Core N4200 1.1GHz,HDD,107,375,677,260,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,11,282
Dell,15.6,1920x1080,Intel,8,128GB,Windows 10,56502.91,Full HD ,GeForce GTX 1050,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,301,619,677,177,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,61,809
Acer,17.3,1920x1080,Intel,8,256GB,Windows 10,45501.12,IPS Panel Full HD ,GeForce MX150,Core i5 8250U 1.6GHz,SSD,107,619,171,508,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,10,809
HP,13.3,1920x1080,Intel,4,500GB,Windows 10,40173.12,IPS Panel Full HD ,UHD Graphics 620,Core i5 8250U 1.6GHz,HDD,279,375,164,132,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,68,809
Huawei,13.0,2160x1440,Intel,8,256GB,Windows 10,71874.72,IPS Panel Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,2,619,2,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,2
HP,17.3,1920x1080,Intel,6,2TB,Windows 10,37242.72,IPS Panel Full HD ,Radeon 520,Core i5 7200U 2.5GHz,HDD,279,41,171,21,Amd,1,0,0,0,1065,0,0,1,0,0,0,0,0,0,0,17,809
Toshiba,15.6,1366x768,Intel,4,500GB,Windows 10,26053.92,Regular,HD Graphics 620,Core i3 7100U 2.4GHz,HDD,48,375,677,132,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
HP,17.3,1920x1080,Intel,8,256GB,Windows 10,49177.44,Full HD ,GeForce 930MX,Core i5 8250U 1.6GHz,SSD,279,619,171,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,20,809
Dell,15.6,1366x768,Intel,8,1TB,Windows 10,24455.52,Regular,HD Graphics 620,Core i3 7100U 2.4GHz,HDD,301,619,677,260,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
Acer,15.6,1366x768,Intel,4,128GB,Windows 10,23922.72,Regular,HD Graphics 520,Core i3 6006U 2GHz,SSD,107,375,677,177,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,170,282
MSI,18.4,1920x1080,Intel,32,512GB,Windows 10,149130.72,Full HD ,GTX 980 SLI,Core i7 6920HQ 2.9GHz,SSD +  1TB HDD,59,31,1,145,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,1,809
Lenovo,15.6,1920x1080,Intel,8,128GB,Windows 10,43316.64,Full HD ,R17M-M1-70,Core i5 7200U 2.5GHz,SSD +  1TB HDD,301,619,677,177,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,1,809
HP,13.3,3840x2160,Intel,8,256GB,Windows 10,79866.72,IPS Panel ,UHD Graphics 620,Core i5 8250U 1.6GHz,SSD,279,619,164,508,Intel,0,0,1,0,1065,0,1,0,0,0,0,0,0,0,0,68,43
Dell,15.6,1920x1080,Intel,16,256GB,Linux,55890.72,Full HD ,Radeon 530,Core i7 8550U 1.8GHz,SSD +  2TB HDD,301,216,677,508,Amd,1,0,0,0,62,1,0,0,0,0,0,0,0,0,0,41,809
Dell,13.3,1920x1080,Intel,8,256GB,Windows 10,74538.72,Full HD ,UHD Graphics 620,Core i5 8250U 1.6GHz,SSD,301,619,164,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,68,809
Lenovo,13.9,3840x2160,Intel,16,512GB,Windows 10,98514.72,IPS Panel ,UHD Graphics 620,Core i7 8550U 1.8GHz,SSD,301,216,6,145,Intel,0,0,1,0,1065,0,1,0,0,0,0,0,0,0,0,68,43
Toshiba,15.6,1366x768,Intel,8,128GB,Windows 10,42251.04,Regular,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,48,619,677,177,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
Dell,17.3,1920x1080,Intel,16,512GB,Windows 10,82530.72,Full HD ,GeForce 150MX,Core i7 8550U 1.8GHz,SSD,301,216,171,145,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,3,809
Dell,15.6,3840x2160,Intel,16,512GB,Windows 10,127712.16,Regular,GeForce GTX 1050,Core i7 7700HQ 2.8GHz,SSD,301,216,677,145,Nvidia,0,0,0,1,1065,0,0,0,0,0,0,0,0,1,0,61,43
Acer,13.3,1920x1080,Intel,8,256GB,Windows 10,52693.92,IPS Panel Full HD ,HD Graphics 615,Core i5 7Y54 1.2GHz,SSD,107,619,164,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,14,809
Dell,17.3,1920x1080,Intel,8,128GB,Windows 10,57808.8,Full HD ,Radeon 530,Core i7 8550U 1.8GHz,SSD +  1TB HDD,301,619,171,177,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,41,809
Lenovo,14.0,2560x1440,Intel,16,1TB,Windows 10,150462.72,Touchscreen ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,301,216,199,260,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,0,1,270,27
Vero,14.0,1920x1080,Intel,4,32GB,Windows 10,13852.8,IPS Panel Full HD ,HD Graphics 500,Celeron Dual Core N3350 1.1GHz,Flash Storage,4,375,199,45,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,36,809
Dell,13.3,1920x1080,Intel,8,1TB,Windows 10,44701.92,IPS Panel Full HD ,UHD Graphics 620,Core i7 8550U 1.8GHz,HDD,301,619,164,260,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,68,809
HP,17.3,1920x1080,Intel,8,1TB,Windows 10,48697.92,IPS Panel Full HD ,GeForce 930MX,Core i5 8250U 1.6GHz,HDD,279,619,171,260,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,20,809
Razer,17.3,3840x2160,Intel,32,1TB,Windows 10,324954.72,Regular,GeForce GTX 1080,Core i7 7820HK 2.9GHz,SSD,9,31,171,260,Nvidia,0,0,0,1,1065,0,0,0,0,0,0,0,0,1,0,6,43
HP,13.3,1920x1080,Intel,8,512GB,Windows 10,51095.52,Full HD ,UHD Graphics 620,Core i5 8250U 1.6GHz,SSD,279,619,164,145,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,68,809
HP,17.3,1920x1080,Intel,16,256GB,Windows 10,73473.12,IPS Panel Full HD ,GeForce GTX 1050,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,279,216,171,508,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,61,809
HP,17.3,1920x1080,Intel,8,256GB,Windows 10,55677.6,Full HD ,GeForce 930MX ,Core i7 8550U 1.8GHz,SSD,279,619,171,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,5,809
Dell,15.6,3840x2160,Intel,16,512GB,Windows 10,98301.6,IPS Panel ,GeForce GTX 1060,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,301,216,677,145,Nvidia,0,0,0,1,1065,0,1,0,0,0,0,0,0,0,0,45,43
Lenovo,15.6,1366x768,Intel,4,128GB,Windows 10,26267.04,Regular,HD Graphics 520,Core i5 6200U 2.3GHz,SSD,301,375,677,177,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,170,282
Acer,15.6,1920x1080,Intel,8,1TB,Windows 10,39533.76,Full HD ,GeForce 940MX,Core i7 7500U 2.7GHz,HDD,107,619,677,260,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,38,809
Lenovo,15.6,1920x1080,Intel,16,512GB,Windows 10,93186.72,IPS Panel Full HD ,GeForce GTX 1060,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,301,216,677,145,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,45,809
Dell,15.6,3840x2160,Intel,16,256GB,Windows 10,162770.4,Regular,Quadro M1200,Xeon E3-1505M V6 3GHz,SSD +  1TB HDD,301,216,677,508,Nvidia,0,0,0,1,1065,0,0,0,0,0,0,0,0,1,0,9,43
Dell,15.6,1366x768,Intel,6,1TB,Windows 10,23389.92,Touchscreen ,HD Graphics 620,Core i3 7100U 2.4GHz,HDD,301,41,677,260,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,0,1,270,282
Dell,13.3,3840x2160,Intel,8,256GB,Windows 10,103842.72,IPS Panel ,UHD Graphics 620,Core i7 8550U 1.8GHz,SSD,301,619,164,508,Intel,0,0,1,0,1065,0,1,0,0,0,0,0,0,0,0,68,43
Dell,13.3,1920x1080,Intel,8,256GB,Windows 10,77202.72,Full HD ,UHD Graphics 620,Core i7 8550U 1.8GHz,SSD,301,619,164,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,68,809
Lenovo,15.6,1366x768,Intel,8,256GB,Windows 10,31808.16,Regular,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,301,619,677,508,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
Acer,15.6,1920x1080,Intel,8,1TB,Linux,41505.12,Full HD ,GeForce GTX 1050,Core i7 7700HQ 2.8GHz,HDD,107,619,677,260,Nvidia,0,0,0,1,62,1,0,0,0,0,0,0,0,0,0,61,809
Asus,17.3,1920x1080,Intel,16,256GB,Windows 10,74964.96,Full HD ,GeForce GTX 1050,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,160,216,171,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,61,809
Huawei,13.0,2160x1440,Intel,8,512GB,Windows 10,79866.72,IPS Panel Full HD ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,2,619,2,145,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,2
Dell,13.3,1920x1080,Intel,8,256GB,Windows 10,49650.57,IPS Panel Full HD ,Radeon 530,Core i7 8550U 1.8GHz,SSD,301,619,164,508,Amd,1,0,0,0,1065,0,0,1,0,0,0,0,0,0,0,41,809
HP,14.0,1920x1080,Intel,8,256GB,Windows 10,54931.68,Full HD ,GeForce 930MX,Core i7 8550U 1.8GHz,SSD,279,619,199,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,20,809
Dell,14.0,1920x1080,Intel,8,256GB,Windows 10,61218.72,Full HD ,UHD Graphics 620,Core i5 8250U 1.6GHz,SSD,301,619,199,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,68,809
Dell,13.3,1920x1080,Intel,16,512GB,Windows 10,68145.12,Full HD ,UHD Graphics 620,Core i7 8550U 1.8GHz,SSD,301,216,164,145,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,68,809
Dell,15.6,1920x1080,Intel,8,256GB,Linux,36089.21,Full HD ,Radeon 520,Core i5 8250U 1.6GHz,SSD,301,619,677,508,Amd,1,0,0,0,62,1,0,0,0,0,0,0,0,0,0,17,809
Lenovo,14.0,1920x1080,Intel,8,256GB,Windows 10,47898.72,IPS Panel Full HD ,UHD Graphics 620,Core i5 8250U 1.6GHz,SSD,301,619,199,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,68,809
